STUDY,STUDY TITLE ,STUDY DESCRIPTION,DATASET,DATASET TITLE,DATASET DESCRIPTION,SAMPLE TECHNOLOGY
EGAS00000000017,WTCCC case-control study for Type 2 Diabetes - Combined Controls,WTCCC genome-wide case-control association study for Type 2 Diabetes (T2D) using six disease collections together with the 1958 British Birth Cohort and the UK National Blood Service collections as controls.,EGAD00000000004,Title not provided,WTCCC1 project Coronary Artery Disease (CAD) samples, Affymetrix 500K
EGAS00000000017,WTCCC case-control study for Type 2 Diabetes - Combined Controls,WTCCC genome-wide case-control association study for Type 2 Diabetes (T2D) using six disease collections together with the 1958 British Birth Cohort and the UK National Blood Service collections as controls.,EGAD00000000009,Title not provided,WTCCC1 project Type 2 Diabetes (T2D) samples, Affymetrix 500K
EGAS00000000017,WTCCC case-control study for Type 2 Diabetes - Combined Controls,WTCCC genome-wide case-control association study for Type 2 Diabetes (T2D) using six disease collections together with the 1958 British Birth Cohort and the UK National Blood Service collections as controls.,EGAD00000000005,Title not provided,WTCCC1 project Inflammatory Bowel Disease (IBD) samples, Affymetrix 500K
EGAS00000000017,WTCCC case-control study for Type 2 Diabetes - Combined Controls,WTCCC genome-wide case-control association study for Type 2 Diabetes (T2D) using six disease collections together with the 1958 British Birth Cohort and the UK National Blood Service collections as controls.,EGAD00000000007,Title not provided,WTCCC1 project Rheumatooid arthritis (RA) samples, Affymetrix 500K
EGAS00000000017,WTCCC case-control study for Type 2 Diabetes - Combined Controls,WTCCC genome-wide case-control association study for Type 2 Diabetes (T2D) using six disease collections together with the 1958 British Birth Cohort and the UK National Blood Service collections as controls.,EGAD00000000001,WTCCC 1958BC Control dataset test,WTCCC1 project samples from 1958 British Birth Cohort, Affymetrix 500K
EGAS00000000017,WTCCC case-control study for Type 2 Diabetes - Combined Controls,WTCCC genome-wide case-control association study for Type 2 Diabetes (T2D) using six disease collections together with the 1958 British Birth Cohort and the UK National Blood Service collections as controls.,EGAD00000000006,Title not provided,WTCCC1 project Hypertension (HT) samples, Affymetrix 500K
EGAS00000000017,WTCCC case-control study for Type 2 Diabetes - Combined Controls,WTCCC genome-wide case-control association study for Type 2 Diabetes (T2D) using six disease collections together with the 1958 British Birth Cohort and the UK National Blood Service collections as controls.,EGAD00000000003,Title not provided,WTCCC1 project Bipolar Disorder (BD) samples, Affymetrix 500K
EGAS00000000017,WTCCC case-control study for Type 2 Diabetes - Combined Controls,WTCCC genome-wide case-control association study for Type 2 Diabetes (T2D) using six disease collections together with the 1958 British Birth Cohort and the UK National Blood Service collections as controls.,EGAD00000000008,Title not provided,WTCCC1 project Type 1 Diabetes (T1D) samples, Affymetrix 500K
EGAS00000000017,WTCCC case-control study for Type 2 Diabetes - Combined Controls,WTCCC genome-wide case-control association study for Type 2 Diabetes (T2D) using six disease collections together with the 1958 British Birth Cohort and the UK National Blood Service collections as controls.,EGAD00000000002,Title not provided,WTCCC1 project samples from UK National Blood Service, Affymetrix 500K
EGAS00000000018,WTCCC case-control study for Ankylosing Spondylitis,WTCCC genome-wide case-control association study for Ankylosing Spondylitis (AS) using the 1958 British Birth Cohort collection as controls.,EGAD00000000014,Title not provided,WTCCC1 project samples from 1958 British Birth Cohort, Illumina 15K
EGAS00000000018,WTCCC case-control study for Ankylosing Spondylitis,WTCCC genome-wide case-control association study for Ankylosing Spondylitis (AS) using the 1958 British Birth Cohort collection as controls.,EGAD00000000010,Title not provided,WTCCC1 project Ankylosing Spondylitis (AS) samples, Illumina 15K
EGAS00000000019,WTCCC case-control study for Ankylosing Spondylitis - Combined Controls,WTCCC genome-wide case-control association study for Ankylosing Spondylitis (AS) - Combined Controls.,EGAD00000000011,Title not provided,WTCCC1 project Autoimmune Thyroid Disease (ATD) samples, Illumina 15K
EGAS00000000019,WTCCC case-control study for Ankylosing Spondylitis - Combined Controls,WTCCC genome-wide case-control association study for Ankylosing Spondylitis (AS) - Combined Controls.,EGAD00000000014,Title not provided,WTCCC1 project samples from 1958 British Birth Cohort, Illumina 15K
EGAS00000000019,WTCCC case-control study for Ankylosing Spondylitis - Combined Controls,WTCCC genome-wide case-control association study for Ankylosing Spondylitis (AS) - Combined Controls.,EGAD00000000010,Title not provided,WTCCC1 project Ankylosing Spondylitis (AS) samples, Illumina 15K
EGAS00000000019,WTCCC case-control study for Ankylosing Spondylitis - Combined Controls,WTCCC genome-wide case-control association study for Ankylosing Spondylitis (AS) - Combined Controls.,EGAD00000000012,Title not provided,WTCCC1 project Multiple Sclerosis (MS) samples, Illumina 15K
EGAS00000000019,WTCCC case-control study for Ankylosing Spondylitis - Combined Controls,WTCCC genome-wide case-control association study for Ankylosing Spondylitis (AS) - Combined Controls.,EGAD00000000013,Title not provided,WTCCC1 project Breast cancer (BC) samples, Illumina 15K
EGAS00000000020,WTCCC case-control study for Autoimmune Thyroid Disease,WTCCC genome-wide case-control association study for Autoimmune Thyroid Disease (ATD) using the 1958 British Birth Cohort collection as controls.,EGAD00000000011,Title not provided,WTCCC1 project Autoimmune Thyroid Disease (ATD) samples, Illumina 15K
EGAS00000000020,WTCCC case-control study for Autoimmune Thyroid Disease,WTCCC genome-wide case-control association study for Autoimmune Thyroid Disease (ATD) using the 1958 British Birth Cohort collection as controls.,EGAD00000000014,Title not provided,WTCCC1 project samples from 1958 British Birth Cohort, Illumina 15K
EGAS00000000021,WTCCC case-control study for Autoimmune Thyroid Disease - Combined Controls,WTCCC genome-wide case-control association study for Autoimmune Thyroid Disease (ATD) - Combined Controls.,EGAD00000000011,Title not provided,WTCCC1 project Autoimmune Thyroid Disease (ATD) samples, Illumina 15K
EGAS00000000021,WTCCC case-control study for Autoimmune Thyroid Disease - Combined Controls,WTCCC genome-wide case-control association study for Autoimmune Thyroid Disease (ATD) - Combined Controls.,EGAD00000000014,Title not provided,WTCCC1 project samples from 1958 British Birth Cohort, Illumina 15K
EGAS00000000021,WTCCC case-control study for Autoimmune Thyroid Disease - Combined Controls,WTCCC genome-wide case-control association study for Autoimmune Thyroid Disease (ATD) - Combined Controls.,EGAD00000000010,Title not provided,WTCCC1 project Ankylosing Spondylitis (AS) samples, Illumina 15K
EGAS00000000021,WTCCC case-control study for Autoimmune Thyroid Disease - Combined Controls,WTCCC genome-wide case-control association study for Autoimmune Thyroid Disease (ATD) - Combined Controls.,EGAD00000000012,Title not provided,WTCCC1 project Multiple Sclerosis (MS) samples, Illumina 15K
EGAS00000000021,WTCCC case-control study for Autoimmune Thyroid Disease - Combined Controls,WTCCC genome-wide case-control association study for Autoimmune Thyroid Disease (ATD) - Combined Controls.,EGAD00000000013,Title not provided,WTCCC1 project Breast cancer (BC) samples, Illumina 15K
EGAS00000000022,WTCCC case-control study for Multiple Sclerosis,WTCCC genome-wide case-control association study for Multiple Sclerosis (MS) using the 1958 British Birth Cohort collection as controls.,EGAD00000000014,Title not provided,WTCCC1 project samples from 1958 British Birth Cohort, Illumina 15K
EGAS00000000022,WTCCC case-control study for Multiple Sclerosis,WTCCC genome-wide case-control association study for Multiple Sclerosis (MS) using the 1958 British Birth Cohort collection as controls.,EGAD00000000012,Title not provided,WTCCC1 project Multiple Sclerosis (MS) samples, Illumina 15K
EGAS00000000023,WTCCC case-control study for Multiple Sclerosis - Combined controls,WTCCC genome-wide accosication study for Multiple Sclerosis (MS) - Combined controls,EGAD00000000011,Title not provided,WTCCC1 project Autoimmune Thyroid Disease (ATD) samples, Illumina 15K
EGAS00000000023,WTCCC case-control study for Multiple Sclerosis - Combined controls,WTCCC genome-wide accosication study for Multiple Sclerosis (MS) - Combined controls,EGAD00000000014,Title not provided,WTCCC1 project samples from 1958 British Birth Cohort, Illumina 15K
EGAS00000000023,WTCCC case-control study for Multiple Sclerosis - Combined controls,WTCCC genome-wide accosication study for Multiple Sclerosis (MS) - Combined controls,EGAD00000000010,Title not provided,WTCCC1 project Ankylosing Spondylitis (AS) samples, Illumina 15K
EGAS00000000023,WTCCC case-control study for Multiple Sclerosis - Combined controls,WTCCC genome-wide accosication study for Multiple Sclerosis (MS) - Combined controls,EGAD00000000012,Title not provided,WTCCC1 project Multiple Sclerosis (MS) samples, Illumina 15K
EGAS00000000023,WTCCC case-control study for Multiple Sclerosis - Combined controls,WTCCC genome-wide accosication study for Multiple Sclerosis (MS) - Combined controls,EGAD00000000013,Title not provided,WTCCC1 project Breast cancer (BC) samples, Illumina 15K
EGAS00000000024,WTCCC case-control study for Breast cancer,WTCCC genome-wide case-control association study for Breast cancer (BC) using the 1958 British Birth Cohort collection as controls.,EGAD00000000014,Title not provided,WTCCC1 project samples from 1958 British Birth Cohort, Illumina 15K
EGAS00000000024,WTCCC case-control study for Breast cancer,WTCCC genome-wide case-control association study for Breast cancer (BC) using the 1958 British Birth Cohort collection as controls.,EGAD00000000013,Title not provided,WTCCC1 project Breast cancer (BC) samples, Illumina 15K
